No	Image	Label
10175	a04-096-07-07.png	Britain
10176	a04-096-07-08.png	the
10177	a04-096-08-00.png	Soviet
10178	a04-096-08-01.png	Union
10179	a04-096-08-02.png	might
10180	a04-096-08-03.png	retaliate
10181	a04-096-08-04.png	against
10182	a04-099-00-00.png	""""
10183	a04-099-00-01.png	Such
10184	a04-099-00-02.png	retaliation
10185	a04-099-00-03.png	might
10186	a04-099-00-04.png	,
10187	a04-099-00-05.png	and
10188	a04-099-00-06.png	probably
10189	a04-099-00-07.png	would
10190	a04-099-00-08.png	,
10191	a04-099-01-00.png	destroy
10192	a04-099-01-01.png	the
10193	a04-099-01-02.png	whole
10194	a04-099-01-03.png	population
10195	a04-099-01-04.png	of
10196	a04-099-01-05.png	Britain
10197	a04-099-01-06.png	in
10198	a04-099-02-00.png	the
10199	a04-099-02-01.png	course
10200	a04-099-02-02.png	of
10201	a04-099-02-03.png	,
10202	a04-099-02-04.png	at
10203	a04-099-02-05.png	the
10204	a04-099-02-06.png	most
10205	a04-099-02-07.png	,
10206	a04-099-02-08.png	an
10207	a04-099-02-09.png	hour
10208	a04-099-02-10.png	""""
10209	a04-099-02-11.png	without
10210	a04-099-03-00.png	provoking
10211	a04-099-03-01.png	American
10212	a04-099-03-02.png	retaliation
10213	a04-099-03-03.png	.
10214	a04-099-03-04.png	Earl
10215	a04-099-03-05.png	Russell
10216	a04-099-04-00.png	believes
10217	a04-099-04-01.png	:
10218	a04-099-04-02.png	""""
10219	a04-099-04-03.png	It
10220	a04-099-04-04.png	is
10221	a04-099-04-05.png	very
10222	a04-099-04-06.png	questionable
10223	a04-099-04-07.png	whether
10224	a04-099-05-00.png	British
10225	a04-099-05-01.png	membership
10226	a04-099-05-02.png	of
10227	a04-099-05-03.png	Nato
10228	a04-099-05-04.png	and
10229	a04-099-05-05.png	British
10230	a04-099-06-00.png	permission
10231	a04-099-06-01.png	of
10232	a04-099-06-02.png	American
10233	a04-099-06-03.png	bases
10234	a04-099-06-04.png	on
10235	a04-099-06-05.png	our
10236	a04-099-06-06.png	territory
10237	a04-099-07-00.png	add
10238	a04-099-07-01.png	anything
10239	a04-099-07-02.png	to
10240	a04-099-07-03.png	the
10241	a04-099-07-04.png	strength
10242	a04-099-07-05.png	of
10243	a04-099-07-06.png	America
10244	a04-099-07-07.png	,
10245	a04-099-08-00.png	while
10246	a04-099-08-01.png	,
10247	a04-099-08-02.png	on
10248	a04-099-08-03.png	the
10249	a04-099-08-04.png	contrary
10250	a04-099-08-05.png	,
10251	a04-099-08-06.png	they
10252	a04-099-08-07.png	impose
10253	a04-099-08-08.png	upon
10254	a04-099-09-00.png	America
10255	a04-099-09-01.png	an
10256	a04-099-09-02.png	onerous
10257	a04-099-09-03.png	obligation
10258	a04-099-09-04.png	which
10259	a04-099-09-05.png	it
10260	a04-099-10-00.png	may
10261	a04-099-10-01.png	prove
10262	a04-099-10-02.png	impossible
10263	a04-099-10-03.png	to
10264	a04-099-10-04.png	fulfil
10265	a04-099-10-05.png	.
10266	a04-099-10-06.png	""""
10267	a04-103-00-00.png	The
10268	a04-103-00-01.png	third
10269	a04-103-00-02.png	reason
10270	a04-103-00-03.png	is
10271	a04-103-00-04.png	that
10272	a04-103-00-05.png	the
10273	a04-103-00-06.png	supreme
10274	a04-103-01-00.png	interest
10275	a04-103-01-01.png	for
10276	a04-103-01-02.png	the
10277	a04-103-01-03.png	whole
10278	a04-103-01-04.png	world
10279	a04-103-01-05.png	-
10280	a04-103-01-06.png	East
10281	a04-103-01-07.png	and
10282	a04-103-02-00.png	West
10283	a04-103-02-01.png	and
10284	a04-103-02-02.png	uncommitted
10285	a04-103-02-03.png	nations
10286	a04-103-02-04.png	-
10287	a04-103-02-05.png	is
10288	a04-103-02-06.png	the
10289	a04-103-03-00.png	prevention
10290	a04-103-03-01.png	of
10291	a04-103-03-02.png	nuclear
10292	a04-103-03-03.png	war
10293	a04-103-03-04.png	.
10294	a04-103-03-05.png	""""
10295	a04-103-03-06.png	A
10296	a04-103-03-07.png	rapidly
10297	a04-103-04-00.png	growing
10298	a04-103-04-01.png	body
10299	a04-103-04-02.png	of
10300	a04-103-04-03.png	opinion
10301	a04-103-04-04.png	in
10302	a04-103-04-05.png	this
10303	a04-103-04-06.png	country
10304	a04-103-05-00.png	believes
10305	a04-103-05-01.png	that
10306	a04-103-05-02.png	Britain
10307	a04-103-05-03.png	could
10308	a04-103-05-04.png	be
10309	a04-103-05-05.png	more
10310	a04-103-05-06.png	effective
10311	a04-103-06-00.png	in
10312	a04-103-06-01.png	preventing
10313	a04-103-06-02.png	a
10314	a04-103-06-03.png	nuclear
10315	a04-103-06-04.png	war
10316	a04-103-06-05.png	as
10317	a04-103-06-06.png	a
10318	a04-103-06-07.png	neutral
10319	a04-103-07-00.png	by
10320	a04-103-07-01.png	helping
10321	a04-103-07-02.png	to
10322	a04-103-07-03.png	suggest
10323	a04-103-07-04.png	agreements
10324	a04-103-07-05.png	which
10325	a04-103-07-06.png	could
10326	a04-103-08-00.png	be
10327	a04-103-08-01.png	accepted
10328	a04-103-08-02.png	by
10329	a04-103-08-03.png	both
10330	a04-103-08-04.png	East
10331	a04-103-08-05.png	and
10332	a04-103-08-06.png	West
10333	a04-103-08-07.png	.
10334	a04-103-08-08.png	""""
10335	a05-000-00-00.png	THE
10336	a05-000-00-01.png	next
10337	a05-000-00-02.png	White
10338	a05-000-00-03.png	Paper
10339	a05-000-00-04.png	on
10340	a05-000-00-05.png	defence
10341	a05-000-00-06.png	,
10342	a05-000-00-07.png	to
10343	a05-000-01-00.png	be
10344	a05-000-01-01.png	published
10345	a05-000-01-02.png	in
10346	a05-000-01-03.png	March
10347	a05-000-01-04.png	,
10348	a05-000-01-05.png	is
10349	a05-000-01-06.png	likely
10350	a05-000-01-07.png	to
10351	a05-000-02-00.png	contain
10352	a05-000-02-01.png	a
10353	a05-000-02-02.png	five-year
10354	a05-000-02-03.png	plan
10355	a05-000-02-04.png	for
10356	a05-000-02-05.png	the
10357	a05-000-02-06.png	three
10358	a05-000-03-00.png	Services
10359	a05-000-03-01.png	.
10360	a05-000-03-02.png	Its
10361	a05-000-03-03.png	aim
10362	a05-000-03-04.png	will
10363	a05-000-03-05.png	be
10364	a05-000-03-06.png	to
10365	a05-000-03-07.png	produce
10366	a05-000-03-08.png	superbly
10367	a05-000-04-00.png	equipped
10368	a05-000-04-01.png	,
10369	a05-000-04-02.png	all-Regular
10370	a05-000-04-03.png	forces
10371	a05-000-04-04.png	of
10372	a05-000-05-00.png	about
10373	a05-000-05-01.png	400,000
10374	a05-000-05-02.png	men
10375	a05-000-05-03.png	.
10376	a05-000-05-04.png	The
10377	a05-000-05-05.png	three
10378	a05-000-05-06.png	Services
10379	a05-000-06-00.png	would
10380	a05-000-06-01.png	be
10381	a05-000-06-02.png	""""
10382	a05-000-06-03.png	integrated
10383	a05-000-06-04.png	""""
10384	a05-000-06-05.png	to
10385	a05-000-06-06.png	a
10386	a05-000-06-07.png	greater
10387	a05-000-07-00.png	extent
10388	a05-000-07-01.png	than
10389	a05-000-07-02.png	ever
10390	a05-000-07-03.png	before
10391	a05-000-07-04.png	.
10392	a05-004-00-00.png	Short
10393	a05-004-00-01.png	of
10394	a05-004-00-02.png	wearing
10395	a05-004-00-03.png	the
10396	a05-004-00-04.png	same
10397	a05-004-00-05.png	uniform
10398	a05-004-00-06.png	,
10399	a05-004-00-07.png	which
10400	a05-004-00-08.png	is
10401	a05-004-01-00.png	not
10402	a05-004-01-01.png	contemplated
10403	a05-004-01-02.png	,
10404	a05-004-01-03.png	the
10405	a05-004-01-04.png	Navy
10406	a05-004-01-05.png	,
10407	a05-004-01-06.png	Army
10408	a05-004-01-07.png	and
10409	a05-004-01-08.png	Royal
10410	a05-004-02-00.png	Air
10411	a05-004-02-01.png	Force
10412	a05-004-02-02.png	would
10413	a05-004-02-03.png	become
10414	a05-004-02-04.png	,
10415	a05-004-02-05.png	for
10416	a05-004-02-06.png	practical
10417	a05-004-02-07.png	purposes
10418	a05-004-02-08.png	,
10419	a05-004-03-00.png	a
10420	a05-004-03-01.png	single
10421	a05-004-03-02.png	defence
10422	a05-004-03-03.png	force
10423	a05-004-03-04.png	.
10424	a05-004-03-05.png	There
10425	a05-004-03-06.png	would
10426	a05-004-03-07.png	be
10427	a05-004-04-00.png	complete
10428	a05-004-04-01.png	co-operation
10429	a05-004-04-02.png	at
10430	a05-004-04-03.png	all
10431	a05-004-04-04.png	levels
10432	a05-004-04-05.png	in
10433	a05-004-04-06.png	training
10434	a05-004-05-00.png	and
10435	a05-004-05-01.png	operations
10436	a05-004-05-02.png	.
10437	a05-004-05-03.png	This
10438	a05-004-05-04.png	would
10439	a05-004-05-05.png	apply
10440	a05-004-05-06.png	also
10441	a05-004-05-07.png	in
10442	a05-004-05-08.png	the
10443	a05-004-06-00.png	command
10444	a05-004-06-01.png	structure
10445	a05-004-06-02.png	and
10446	a05-004-06-03.png	central
10447	a05-004-06-04.png	administrative
10448	a05-004-07-00.png	organisation
10449	a05-004-07-01.png	.
10450	a05-004-07-02.png	Mr.
10451	a05-004-07-03.png	Watkinson
10452	a05-004-07-04.png	,
10453	a05-004-07-05.png	Minister
10454	a05-004-07-06.png	of
10455	a05-004-07-07.png	Defence
10456	a05-004-07-08.png	,
10457	a05-004-08-00.png	has
10458	a05-004-08-01.png	been
10459	a05-004-08-02.png	working
10460	a05-004-08-03.png	on
10461	a05-004-08-04.png	the
10462	a05-004-08-05.png	plan
10463	a05-004-08-06.png	for
10464	a05-004-08-07.png	some
10465	a05-004-08-08.png	months
10466	a05-004-08-09.png	,
10467	a05-004-09-00.png	with
10468	a05-004-09-01.png	the
10469	a05-004-09-02.png	Prime
10470	a05-004-09-03.png	Minister's
10471	a05-004-09-04.png	approval
10472	a05-004-09-05.png	.
10473	a05-009-00-00.png	He
10474	a05-009-00-01.png	has
10475	a05-009-00-02.png	had
10476	a05-009-00-03.png	numerous
10477	a05-009-00-04.png	meetings
10478	a05-009-00-05.png	with
10479	a05-009-00-06.png	the
10480	a05-009-00-07.png	Service
10481	a05-009-01-00.png	Ministers
10482	a05-009-01-01.png	.
10483	a05-009-01-02.png	He
10484	a05-009-01-03.png	has
10485	a05-009-01-04.png	also
10486	a05-009-01-05.png	had
10487	a05-009-01-06.png	talks
10488	a05-009-01-07.png	with
10489	a05-009-01-08.png	the
10490	a05-009-01-09.png	Earl
10491	a05-009-02-00.png	of
10492	a05-009-02-01.png	Home
10493	a05-009-02-02.png	,
10494	a05-009-02-03.png	Foreign
10495	a05-009-02-04.png	Secretary
10496	a05-009-02-05.png	,
10497	a05-009-02-06.png	and
10498	a05-009-02-07.png	with
10499	a05-009-02-08.png	other
10500	a05-009-03-00.png	Ministers
10501	a05-009-03-01.png	concerned
10502	a05-009-03-02.png	with
10503	a05-009-03-03.png	overseas
10504	a05-009-03-04.png	aspects
10505	a05-009-04-00.png	of
10506	a05-009-04-01.png	defence
10507	a05-009-04-02.png	policy
10508	a05-009-04-03.png	.
10509	a05-009-04-04.png	Details
10510	a05-009-04-05.png	of
10511	a05-009-04-06.png	the
10512	a05-009-04-07.png	scheme
10513	a05-009-05-00.png	are
10514	a05-009-05-01.png	now
10515	a05-009-05-02.png	being
10516	a05-009-05-03.png	worked
10517	a05-009-05-04.png	out
10518	a05-009-05-05.png	by
10519	a05-009-05-06.png	the
10520	a05-009-05-07.png	Chiefs
10521	a05-009-06-00.png	of
10522	a05-009-06-01.png	Staff
10523	a05-009-06-02.png	,
10524	a05-009-06-03.png	a
10525	a05-009-06-04.png	process
10526	a05-009-06-05.png	that
10527	a05-009-06-06.png	may
10528	a05-009-06-07.png	take
10529	a05-009-06-08.png	four
10530	a05-013-00-00.png	The
10531	a05-013-00-01.png	scheme
10532	a05-013-00-02.png	will
10533	a05-013-00-03.png	be
10534	a05-013-00-04.png	subject
10535	a05-013-00-05.png	to
10536	a05-013-00-06.png	Cabinet
10537	a05-013-01-00.png	approval
10538	a05-013-01-01.png	.
10539	a05-013-01-02.png	Mr.
10540	a05-013-01-03.png	Watkinson
10541	a05-013-01-04.png	remains
10542	a05-013-01-05.png	con-
10543	a05-013-02-00.png	vinced
10544	a05-013-02-01.png	that
10545	a05-013-02-02.png	the
10546	a05-013-02-03.png	policy
10547	a05-013-02-04.png	initiated
10548	a05-013-02-05.png	in
10549	a05-013-03-00.png	1957
10550	a05-013-03-01.png	,
10551	a05-013-03-02.png	in
10552	a05-013-03-03.png	Mr.
10553	a05-013-03-04.png	Sandys's
10554	a05-013-03-05.png	time
10555	a05-013-03-06.png	as
10556	a05-013-03-07.png	Minister
10557	a05-013-04-00.png	of
10558	a05-013-04-01.png	Defence
10559	a05-013-04-02.png	,
10560	a05-013-04-03.png	is
10561	a05-013-04-04.png	still
10562	a05-013-04-05.png	correct
10563	a05-013-04-06.png	.
10564	a05-013-04-07.png	This
10565	a05-013-04-08.png	was
10566	a05-013-04-09.png	to
10567	a05-013-05-00.png	return
10568	a05-013-05-01.png	to
10569	a05-013-05-02.png	the
10570	a05-013-05-03.png	tradition
10571	a05-013-05-04.png	of
10572	a05-013-05-05.png	all-Regular
10573	a05-013-06-00.png	voluntary
10574	a05-013-06-01.png	forces
10575	a05-013-06-02.png	,
10576	a05-013-06-03.png	with
10577	a05-013-06-04.png	the
10578	a05-013-06-05.png	last
10579	a05-013-06-06.png	National
10580	a05-013-07-00.png	Serviceman
10581	a05-013-07-01.png	out
10582	a05-013-07-02.png	of
10583	a05-013-07-03.png	uniform
10584	a05-013-07-04.png	by
10585	a05-013-07-05.png	the
10586	a05-013-07-06.png	end
10587	a05-017-00-00.png	The
10588	a05-017-00-01.png	Minister
10589	a05-017-00-02.png	regards
10590	a05-017-00-03.png	the
10591	a05-017-00-04.png	recent
10592	a05-017-00-05.png	trend
10593	a05-017-01-00.png	of
10594	a05-017-01-01.png	recruiting
10595	a05-017-01-02.png	figures
10596	a05-017-01-03.png	as
10597	a05-017-01-04.png	encouraging
10598	a05-017-01-05.png	.
10599	a05-017-02-00.png	He
10600	a05-017-02-01.png	is
10601	a05-017-02-02.png	confident
10602	a05-017-02-03.png	the
10603	a05-017-02-04.png	aim
10604	a05-017-02-05.png	can
10605	a05-017-02-06.png	be
10606	a05-017-02-07.png	achieved
10607	a05-017-02-08.png	.
10608	a05-017-03-00.png	While
10609	a05-017-03-01.png	the
10610	a05-017-03-02.png	possibility
10611	a05-017-03-03.png	of
10612	a05-017-03-04.png	an
10613	a05-017-03-05.png	eventual
10614	a05-017-03-06.png	return
10615	a05-017-04-00.png	to
10616	a05-017-04-01.png	National
10617	a05-017-04-02.png	Service
10618	a05-017-04-03.png	in
10619	a05-017-04-04.png	some
10620	a05-017-04-05.png	form
10621	a05-017-05-00.png	cannot
10622	a05-017-05-01.png	be
10623	a05-017-05-02.png	entirely
10624	a05-017-05-03.png	discounted
10625	a05-017-05-04.png	,
10626	a05-017-05-05.png	he
10627	a05-017-05-06.png	does
10628	a05-017-06-00.png	not
10629	a05-017-06-01.png	agree
10630	a05-017-06-02.png	that
10631	a05-017-06-03.png	the
10632	a05-017-06-04.png	point
10633	a05-017-06-05.png	has
10634	a05-017-06-06.png	been
10635	a05-017-06-07.png	reached
10636	a05-017-07-00.png	where
10637	a05-017-07-01.png	this
10638	a05-017-07-02.png	need
10639	a05-017-07-03.png	even
10640	a05-017-07-04.png	be
10641	a05-017-07-05.png	considered
10642	a05-017-07-06.png	.
10643	a05-017-07-07.png	If
10644	a05-017-08-00.png	National
10645	a05-017-08-01.png	Service
10646	a05-017-08-02.png	is
10647	a05-017-08-03.png	ever
10648	a05-017-08-04.png	resorted
10649	a05-017-08-05.png	to
10650	a05-017-08-06.png	,
10651	a05-017-09-00.png	engagement
10652	a05-017-09-01.png	would
10653	a05-017-09-02.png	probably
10654	a05-017-09-03.png	have
10655	a05-017-09-04.png	to
10656	a05-017-09-05.png	be
10657	a05-017-09-06.png	for
10658	a05-022-00-00.png	It
10659	a05-022-00-01.png	is
10660	a05-022-00-02.png	thought
10661	a05-022-00-03.png	this
10662	a05-022-00-04.png	would
10663	a05-022-00-05.png	be
10664	a05-022-00-06.png	the
10665	a05-022-00-07.png	minimum
10666	a05-022-01-00.png	necessary
10667	a05-022-01-01.png	for
10668	a05-022-01-02.png	the
10669	a05-022-01-03.png	extended
10670	a05-022-01-04.png	training
10671	a05-022-01-05.png	modern
10672	a05-022-02-00.png	arms
10673	a05-022-02-01.png	require
10674	a05-022-02-02.png	and
10675	a05-022-02-03.png	to
10676	a05-022-02-04.png	enable
10677	a05-022-02-05.png	each
10678	a05-022-02-06.png	man
10679	a05-022-02-07.png	to
10680	a05-022-03-00.png	serve
10681	a05-022-03-01.png	at
10682	a05-022-03-02.png	least
10683	a05-022-03-03.png	a
10684	a05-022-03-04.png	year
10685	a05-022-03-05.png	overseas
10686	a05-022-03-06.png	.
10687	a05-022-03-07.png	There
10688	a05-022-03-08.png	is
10689	a05-022-04-00.png	no
10690	a05-022-04-01.png	truth
10691	a05-022-04-02.png	in
10692	a05-022-04-03.png	suggestions
10693	a05-022-04-04.png	that
10694	a05-022-04-05.png	Mr.
10695	a05-022-04-06.png	Watkinson
10696	a05-022-05-00.png	is
10697	a05-022-05-01.png	at
10698	a05-022-05-02.png	odds
10699	a05-022-05-03.png	with
10700	a05-022-05-04.png	the
10701	a05-022-05-05.png	Service
10702	a05-022-05-06.png	chiefs
10703	a05-022-05-07.png	over
10704	a05-022-06-00.png	the
10705	a05-022-06-01.png	decision
10706	a05-022-06-02.png	to
10707	a05-022-06-03.png	dispense
10708	a05-022-06-04.png	with
10709	a05-022-06-05.png	National
10710	a05-022-07-00.png	Service
10711	a05-022-07-01.png	,
10712	a05-022-07-02.png	or
10713	a05-022-07-03.png	over
10714	a05-022-07-04.png	any
10715	a05-022-07-05.png	other
10716	a05-022-07-06.png	aspect
10717	a05-022-07-07.png	of
10718	a05-025-00-00.png	Criticisms
10719	a05-025-00-01.png	about
10720	a05-025-00-02.png	Army
10721	a05-025-00-03.png	manpower
10722	a05-025-00-04.png	appear
10723	a05-025-01-00.png	to
10724	a05-025-01-01.png	have
10725	a05-025-01-02.png	come
10726	a05-025-01-03.png	mainly
10727	a05-025-01-04.png	from
10728	a05-025-01-05.png	retired
10729	a05-025-01-06.png	officers
10730	a05-025-02-00.png	who
10731	a05-025-02-01.png	have
10732	a05-025-02-02.png	held
10733	a05-025-02-03.png	high
10734	a05-025-02-04.png	positions
10735	a05-025-02-05.png	but
10736	a05-025-03-00.png	are
10737	a05-025-03-01.png	out
10738	a05-025-03-02.png	of
10739	a05-025-03-03.png	touch
10740	a05-025-03-04.png	with
10741	a05-025-03-05.png	the
10742	a05-025-03-06.png	existing
10743	a05-025-03-07.png	situation
10744	a05-025-03-08.png	.
10745	a05-025-04-00.png	Mr.
10746	a05-025-04-01.png	Watkinson
10747	a05-025-04-02.png	has
10748	a05-025-04-03.png	had
10749	a05-025-04-04.png	the
10750	a05-025-04-05.png	utmost
10751	a05-025-04-06.png	support
10752	a05-025-05-00.png	from
10753	a05-025-05-01.png	the
10754	a05-025-05-02.png	C.I.G.S.
10755	a05-025-05-03.png	,
10756	a05-025-05-04.png	Field-Marshal
10757	a05-025-05-05.png	Sir
10758	a05-025-06-00.png	Francis
10759	a05-025-06-01.png	Festing
10760	a05-025-06-02.png	,
10761	a05-025-06-03.png	who
10762	a05-025-06-04.png	believes
10763	a05-025-06-05.png	completely
10764	a05-025-07-00.png	in
10765	a05-025-07-01.png	the
10766	a05-025-07-02.png	principle
10767	a05-025-07-03.png	of
10768	a05-025-07-04.png	an
10769	a05-025-07-05.png	all-Regular
10770	a05-025-07-06.png	army
10771	a05-025-07-07.png	.
10772	a05-025-08-00.png	Gen.
10773	a05-025-08-01.png	Sir
10774	a05-025-08-02.png	Richard
10775	a05-025-08-03.png	Hull
10776	a05-025-08-04.png	,
10777	a05-025-08-05.png	who
10778	a05-025-08-06.png	is
10779	a05-025-08-07.png	to
10780	a05-025-08-08.png	succeed
10781	a05-025-09-00.png	Sir
10782	a05-025-09-01.png	Francis
10783	a05-025-09-02.png	,
10784	a05-025-09-03.png	is
10785	a05-025-09-04.png	equally
10786	a05-025-09-05.png	convinced
10787	a05-025-09-06.png	Mr.
10788	a05-029-00-00.png	Sir
10789	a05-029-00-01.png	Francis
10790	a05-029-00-02.png	is
10791	a05-029-00-03.png	to
10792	a05-029-00-04.png	hand
10793	a05-029-00-05.png	over
10794	a05-029-00-06.png	to
10795	a05-029-00-07.png	Sir
10796	a05-029-00-08.png	Richard
10797	a05-029-01-00.png	as
10798	a05-029-01-01.png	from
10799	a05-029-01-02.png	Nov.
10800	a05-029-01-03.png	1
10801	a05-029-01-04.png	.
10802	a05-029-01-05.png	The
10803	a05-029-01-06.png	hand-over
10804	a05-029-01-07.png	,
10805	a05-029-01-08.png	due
10806	a05-029-01-09.png	in
10807	a05-029-02-00.png	September
10808	a05-029-02-01.png	,
10809	a05-029-02-02.png	was
10810	a05-029-02-03.png	delayed
10811	a05-029-02-04.png	because
10812	a05-029-02-05.png	of
10813	a05-029-02-06.png	the
10814	a05-029-03-00.png	Berlin
10815	a05-029-03-01.png	crisis
10816	a05-029-03-02.png	.
10817	a05-029-03-03.png	Mr.
10818	a05-029-03-04.png	Watkinson
10819	a05-029-03-05.png	and
10820	a05-029-03-06.png	his
10821	a05-029-03-07.png	advisers
10822	a05-029-04-00.png	felt
10823	a05-029-04-01.png	the
10824	a05-029-04-02.png	change
10825	a05-029-04-03.png	would
10826	a05-029-04-04.png	be
10827	a05-029-04-05.png	unwise
10828	a05-029-04-06.png	at
10829	a05-029-04-07.png	a
10830	a05-029-05-00.png	moment
10831	a05-029-05-01.png	#
10832	a05-029-05-02.png	when
10833	a05-029-05-03.png	attention
10834	a05-029-05-04.png	had
10835	a05-029-05-05.png	to
10836	a05-029-05-06.png	be
10837	a05-029-06-00.png	concentrated
10838	a05-029-06-01.png	on
10839	a05-029-06-02.png	possible
10840	a05-029-06-03.png	need
10841	a05-029-06-04.png	for
10842	a05-029-06-05.png	important
10843	a05-029-07-00.png	military
10844	a05-029-07-01.png	operations
10845	a05-029-07-02.png	.
10846	a05-029-07-03.png	For
10847	a05-029-07-04.png	this
10848	a05-029-07-05.png	reason
10849	a05-029-07-06.png	Sir
10850	a05-029-08-00.png	Francis
10851	a05-029-08-01.png	stayed
10852	a05-029-08-02.png	on
10853	a05-029-08-03.png	,
10854	a05-029-08-04.png	and
10855	a05-029-08-05.png	#
10856	a05-029-08-06.png	sacrificed
10857	a05-039-00-00.png	There
10858	a05-039-00-01.png	was
10859	a05-039-00-02.png	a
10860	a05-039-00-03.png	computed
10861	a05-039-00-04.png	8.4
10862	a05-039-00-05.png	per
10863	a05-039-00-06.png	cent.
10864	a05-039-00-07.png	swing
10865	a05-039-01-00.png	towards
10866	a05-039-01-01.png	the
10867	a05-039-01-02.png	Nationalist
10868	a05-039-01-03.png	party
10869	a05-039-01-04.png	of
10870	a05-039-01-05.png	Dr.
10871	a05-039-01-06.png	Verwoerd
10872	a05-039-01-07.png	,
10873	a05-039-02-00.png	the
10874	a05-039-02-01.png	Prime
10875	a05-039-02-02.png	Minister
10876	a05-039-02-03.png	.
10877	a05-039-02-04.png	This
10878	a05-039-02-05.png	implies
10879	a05-039-02-06.png	the
10880	a05-039-02-07.png	dis-
10881	a05-039-03-00.png	appearance
10882	a05-039-03-01.png	of
10883	a05-039-03-02.png	the
10884	a05-039-03-03.png	Progressive
10885	a05-039-03-04.png	party
10886	a05-039-03-05.png	from
10887	a05-039-04-00.png	the
10888	a05-039-04-01.png	House
10889	a05-039-04-02.png	.
10890	a05-039-04-03.png	Early
10891	a05-039-04-04.png	results
10892	a05-039-04-05.png	in
10893	a05-039-04-06.png	yesterday's
10894	a05-039-05-00.png	general
10895	a05-039-05-01.png	election
10896	a05-039-05-02.png	showed
10897	a05-039-05-03.png	Nationalists
10898	a05-039-05-04.png	being
10899	a05-039-06-00.png	returned
10900	a05-039-06-01.png	in
10901	a05-039-06-02.png	their
10902	a05-039-06-03.png	strongholds
10903	a05-039-06-04.png	,
10904	a05-039-06-05.png	like
10905	a05-039-06-06.png	Bloem-
10906	a05-039-07-00.png	fontein
10907	a05-039-07-01.png	and
10908	a05-039-07-02.png	the
10909	a05-039-07-03.png	Transvaal
10910	a05-039-07-04.png	,
10911	a05-039-07-05.png	with
10912	a05-039-07-06.png	slightly
10913	a05-039-08-00.png	increased
10914	a05-039-08-01.png	majorities
10915	a05-039-08-02.png	.
10916	a05-039-08-03.png	In
10917	a05-039-08-04.png	the
10918	a05-039-08-05.png	Cape
10919	a05-039-08-06.png	,
10920	a05-039-08-07.png	the
10921	a05-039-09-00.png	veteran
10922	a05-039-09-01.png	United
10923	a05-039-09-02.png	Party
10924	a05-039-09-03.png	politician
10925	a05-039-09-04.png	,
10926	a05-039-09-05.png	Mr.
10927	a05-039-09-06.png	Harry
10928	a05-039-10-00.png	Lawrence
10929	a05-039-10-01.png	,
10930	a05-039-10-02.png	standing
10931	a05-039-10-03.png	as
10932	a05-039-10-04.png	a
10933	a05-039-10-05.png	Progressive
10934	a05-039-10-06.png	,
10935	a05-039-10-07.png	was
10936	a05-044-00-00.png	The
10937	a05-044-00-01.png	defeat
10938	a05-044-00-02.png	of
10939	a05-044-00-03.png	the
10940	a05-044-00-04.png	leader
10941	a05-044-00-05.png	of
10942	a05-044-00-06.png	the
10943	a05-044-01-00.png	Progressive
10944	a05-044-01-01.png	party
10945	a05-044-01-02.png	,
10946	a05-044-01-03.png	Dr.
10947	a05-044-01-04.png	Steytler
10948	a05-044-01-05.png	,
10949	a05-044-01-06.png	in
10950	a05-044-01-07.png	Port
10951	a05-044-02-00.png	Elizabeth
10952	a05-044-02-01.png	South
10953	a05-044-02-02.png	,
10954	a05-044-02-03.png	announced
10955	a05-044-02-04.png	immediately
10956	a05-044-03-00.png	afterwards
10957	a05-044-03-01.png	by
10958	a05-044-03-02.png	the
10959	a05-044-03-03.png	United
10960	a05-044-03-04.png	party
10961	a05-044-03-05.png	candidate
10962	a05-044-03-06.png	,
10963	a05-044-04-00.png	Mr.
10964	a05-044-04-01.png	Plewman
10965	a05-044-04-02.png	,
10966	a05-044-04-03.png	left
10967	a05-044-04-04.png	the
10968	a05-044-04-05.png	Progressives
10969	a05-044-04-06.png	deprived
10970	a05-044-05-00.png	of
10971	a05-044-05-01.png	both
10972	a05-044-05-02.png	their
10973	a05-044-05-03.png	chief
10974	a05-044-05-04.png	figures
10975	a05-044-05-05.png	.
10976	a05-044-05-06.png	Dr.
10977	a05-044-05-07.png	Verwoerd
10978	a05-044-05-08.png	and
10979	a05-044-06-00.png	the
10980	a05-044-06-01.png	Leader
10981	a05-044-06-02.png	of
10982	a05-044-06-03.png	the
10983	a05-044-06-04.png	Opposition
10984	a05-044-06-05.png	,
10985	a05-044-06-06.png	Sir
10986	a05-044-06-07.png	de
10987	a05-044-07-00.png	Villiers
10988	a05-044-07-01.png	Graaff
10989	a05-044-07-02.png	,
10990	a05-044-07-03.png	have
10991	a05-044-07-04.png	been
10992	a05-044-07-05.png	returned
10993	a05-044-07-06.png	unopposed
10994	a05-044-07-07.png	.
10995	a05-044-08-00.png	The
10996	a05-044-08-01.png	contests
10997	a05-044-08-02.png	were
10998	a05-044-08-03.png	for
10999	a05-044-08-04.png	86
11000	a05-044-08-05.png	seats
11001	a05-044-08-06.png	as
11002	a05-044-08-07.png	70
11003	a05-044-09-00.png	Nationalists
11004	a05-044-09-01.png	and
11005	a05-044-09-02.png	20
11006	a05-044-09-03.png	United
11007	a05-044-09-04.png	party
11008	a05-044-09-05.png	candi-
11009	a05-048-00-00.png	Long
